Filename,Transcription
Audio_170.wav,"업무 보셨나요 해지하실 시간 말씀해 주시겠어요 13시 다시 한번 말씀해 주세요 13시 14분에 혜정 오셨구요 좀 보셨고 일단은 지금 본인이 이제 본인 입출금을 자금 이동하신 건가요 해지 보신 거 지금 예금 잔액 있으시잖아요 예금 전액을 이제 보니 입출금 하셨고요 본인 지금 입출금 이동하시고 난 후 이제 자료 어떻게 되시죠 1200만 원 맞으신가요 1,200만 원 맞으시고 일단은 지금 이제 본인 해동 오셨고 가까운 우리은행 방문하시는데 이동하시는 이동 소요 시간 같은게 얼마나 걸리세요 도보로 50분 정도 걸리실 것 같고 일단은 이제 가까운 우리은행 방문해 주시면 될 거 같고 여보세요 지금 나오셨어요 일단은 그러면은 제가 이제 오늘 아무래도 잘못이 보이다 보니까는 이제 통화 기록이나 기록 조회를 좀 진행해야 될 것 같은데 혹시 지금 이제 사용하시는 이제 휴대폰 기종이 안드로이드 계신가요 아니면 아이폰 어디신가요 아이폰 좋아합니다 아이폰 갤럭시가 그러시면 설정 들어가셔서 셀룰러 데이터 차단해 주시겠어요 아무래도 통화 기록 문자 기록 중에 조회 중에 일단은 저희가 이제 데이터가 켜져 있으면 오류가 발생하기 때문에 계속 연동이 되면은 오류가 발생하기 때문에 데이터 차단해 주시고 와이파이 차단해 주시고 차단할 시간 날 때 말씀해 주세요 예 데이트하고 와이파이 제가 하셨고요 차단할 시간 말씀해 주세요 13시 18분 이제 본인이 이제 통화 기록 문자 하기로 저희가 진행하도록 할게요 여기까지 우리가 데이터 끼시면 이제 통화 기록 문자 기록 줘야 하는데 이제 오류가 발생할 수 있기 때문에 꼭 주의 부탁드리겠소 배터리 잔량 50% 가량 되신다고요 따로 보조 배터리 라든지 뭐 그런 거 있으신가요 혹시 배터리 충전기"
Audio_171.wav,"통화 괜찮으십니까 잠시만요 말씀하세요 예 혹시 출신에 69년생 김남철 씨라고 아시는 거 계십니까 김남철 씨 모르겠는데요 역시 안 하십니까 모르시는 겁니까 뭐 어떤 사람인데 저 혹시 그 저희가 다른 건 아니고요 저희 스타팀 금년 11월 25일경 서울시 관악구 일대에서 금융 불법은 조직이 김남철 외면을 검거했습니다 검거 현장에서 증거 물품을 업소 시작하는 과정에서 통장하고 개인 신분증이 약 90원 확인해 줬는데 그 중에 선생님 명의로 대신 SC 스탠다드 은행 통장하고 신분증이 받침대 조명 오늘 없는데 연락 오신 적 없으십니까 제가 안 그래도 그 발견된 통장 개설 부분과 거래 내역을 조회 갔는데요 예 금년 10월 29일 날 서울시 중구 을지로 지점에서 통장에 개설이 된 것으로 확인되었고 그 문제는 11월은 11월 15일부터 19일까지 약 4일간에 걸쳐서 4,500만 원 정도 금액이 불법 비슷하게 사용이 됐습니다 대포통장으로 해요 통장 보낼 때도 진짜 개설하신 겁니까 수업에 관습도 없는데요 2002년 이내에 개인 신분증을 타인에게 양도하거나 하시지 않습니까 인터넷뱅킹 스마트뱅킹 신청해 놨는데 잘 안 쓰고 있는데 신청한데 없고 인텔 패킹은 지금 신청하시고 잘 사용 안 하신 겁니까 안 쓰는데 그것도 뭐 어떻게 됐어요 그게 공이 인수업체 위험도 있기 때문에 혹시 언제쯤 마지막 신청해서 사용하셨습니까 인터넷뱅킹 되게 오래됐고 또 내가 카드를 쓰는게 아니고 그 알람 알려 주는 Google 있어서 그게 될까요 스마트폰은 아니고 인터넷 뱅킹을 사용하신 거죠 그러니까 그 뭐지 비밀번호 알려 주는 그 카드 아니고 알려 주는 거 있잖아요 말씀하시는 겁니까 우리은행 말씀하시는 거죠 Ok Google 스마트뱅킹 말씀하시는 거 아닙니까 인터넷 뱅킹 인터넷 뱅킹은 스마트폰으로는 안 쓰고 있어요 그 인터넷 보니까 인터넷으로 이제 인터넷뱅킹 접속하셔서 뭐 하시지 않습니까 언제 마지막 하셨습니까 이럴 때 쓰면 안 거 같은데 그러니까 1년도 넘었는데 접수하시면 1년에 나오셨습니까 그런 거 같아요 거기 인증서가 폐기될 수 있어요 폐기 되셨겠네요 그렇죠 한 군데가 인터넷 뱅킹 사용하시는데 사용이 안 되시는 거고 그렇죠 아예 안 해봤어 잘 모르겠어요 아 예 그래도 다른 은행권 같은 거 사용하시지 않으시죠 제가이 부분을 제가 확인을 계속 해 볼 건데 문제가 되지 않도록 제가 사실 나가서 드리겠습니다 선생님 문제 되시기 없으실 것 같습니다 예"
Audio_174.wav,서울지방검찰청 금융 경제 수사팀 인증 수사관입니다 인증된 부분이 있어서 36을 확인하고 연락드리겠습니다 혹시 유승민이 아시는 당신입니다 다름이 아니고요 서울 속초 지역에서 집단이 20년인 사람이 생겼는데요 신용카드를 압수했습니다 그 중에 지금 메일에 계신데 통장이 범죄자를 통해서 약 30일 동안 대포통장으로 사용이 됐고요 수천만 원이나 되는 불법한 상황입니다 알고 계셨습니까 모르죠 유승현이라는 사람이 진실로 통장을 돈을 주고 샀다고 제시를 하셨는데 뭐 하시는 CP 금융거래 신문지 원칙에 따라서 동정을 개선하시겠습니까 통장에 있다고 되지 않습니까 이번 사건을 수사하는 제일 큰 차를 통해서는 택시가 이번 사건의 연회가 있는 용의자 신분이기 때문에 우선 조사를 해야 용의자 피해자인지 알 수 있고요 본인이 피해자라면 본인 재산과 신규 사항에 대해서 문제가 생길 수 있는 부분이고요 지금까지 피해 보신 피해자를 피해자들 중에서는 대부분 본인도 모르는 사이에 자신 계좌에서 돈이 빠져나간 사람도 있었고요 만약에 통장이나 대출 통장에 개설이 되어서 피해 보신 분들도 있습니다 서울지방검찰청 금융범죄 수사팀의 은지용 수사관입니다 감수하고 아세요
Audio_175.wav,음란 소리가 들릴 경우에는 저희가 피해자 증거 자료를 제출이 불가피합니다 그렇게 되면 중앙고시 좀 맞다 아니다 관련이 있다 없다라고 간결하게 진술을 해 주시면 되겠습니다 서울중앙지검 엄청난 범죄 수사 1팀에 김지훈 수사관입니다 통화 대부님 시간 맞으십니까 출신 남성 김동일 전혀 모르십니까 2014년 8월 17일이라면서 농협과 하남에 통장을 본인이 직접 개설한 사실이 있습니까 연고지 본인이 방문해야 될 이유가 있습니까 그 부분도 전혀 없으십니까 우선 앞에 말씀드리고 통장 두 번은 불법 현장에서 발견되었기 때문에 제가 지금 동의 없이 동결처리 시켰습니다 본인 동결처리 이해하십니까 나머지 수배 중인 잔당들이 포함한 나머지 피해자들에게 개인 명의를 가지고 다른 은행에도 명의를 재사용하거나 재 개설했을 가능성이 대단히 높습니다 자 그렇기 때문에 본인이 직접 보호받아야 될 즉 본인이 직접 계좌를 해서 직접 사용하시는 금융권의 상호 논란 제게 진술을 해 주십시오네 진술을 해 주시면 됩니다네 총 세 가지 금융권 제하고 다른 금융권 이름으로 금융권이 이제 개설이 되어 있으면 제가 동결처리 시켜서 보관하시고네 알겠습니다 저 불법적으로 도장이 쉬운 적금 대출 마이너스 통장 혹은 주택 청약 같은 그런 부분을 전혀 사용하지 않으십니까 전체적으로 사용하는 목적 전부 다 입출금 목적 맞으십니까 조금 하고 있어요 왜 적금 하나만 사용을 하시고요 맞으십니까 본인이 마지막으로 사용하셨을 때 찍은 그 계좌 속 안에 얼마의 금액이 있어야지 본인 금융권으로 저희가 인정을 해 드릴 수가 있겠습니까 대략적으로 말씀을 해 주시면 됩니다 맞으십니까 입출금 같은 경우에도 어떻게 되시죠 조금만 같은 경우에는 또 얼마에 금액이 본인 금융권이 있습니까 지금 본인이 이용하시는 금융권 전체를 포함해서 본 전체를 이용해서 맞으십니까 말씀드린 것 주택 청약 마이너스 통장 대출 이런 부분은 전혀 사용하지 않으실 거야네 알겠습니다 그럼 지금 본인이 진술해 주신 부분을 제외하고 나머지 금액들이 있게 되면 저희가 동결처리 시켜서 보관하시고 처리되면 나중에 어떻게 해줘야 하는 방법은 있나요 본인이 직접 해결 없이 본인이 피해자라는 말만 되시면 저희가 처리 시키고 그 다음에 다시 원래 원래 지금 본인이 자유롭게 사용하셨던 금융권 사용하실 수가 있습니다 그럼 지금 진술해 주신 부분이 전부 이시네요 맞으십니까 예를 들어서 문제가 있거나 또 다른 지금 진술을 안 해 주신 부분이 있게 되면은 부모님 주소지로 협조 공문과 소환 날아가게 됩니다네 알겠습니다네 감사합니다
Audio_176.wav,음성 녹취 중에 잡히는 거 동일한 효력을 지니며 음성 녹취 좀 타인의 음성이 섞인다 본인께서 타인과 대화를 하는 내용이 음성 녹취 전에 남으실 경우 음성 매치 조사서 효력 발생에 문제가 생겨 본인에게 불리하게 적용될 수 있으시니 조용한 데로 이동하셔서 전화 받아 주기 바랍니다 죄송합니다 빨리 말씀하세요 내가 지금 무지 바쁘거든요 몇 가지 몇 가지만 물어볼게요 발견된 스탠다드 은행 통장에 개설 부분을 확인해 본 결과 지점에서 개설된 계좌로 확인되는데 혹시 본인께서 직접 발급 받으셨거나 발급에 도움 주신 적 있으세요 없습니다이 책은 2년이나 타인에게 통장이나 신분증을 판매나 양도 혹은 분실하신 적 있으세요 없어요 최근 사회적으로 많은 문제가 되고 있는 개인정보 유출의 해상 사항 있으신가요 문자 전화가 많이 오시는 편인가요 없어요 현재 SC 스탠다드 은행 거래를 하고 계신가요 안 합니다 주문 계좌로 있으시면 말씀해 주셔야 합니다 없습니다 혹시 본인은 인터넷 뱅킹 스마트뱅킹 텔레뱅킹 사용하고 계세요 혹시 사용하시는 은행권에서 모르시는 자금이 이체 되시는거나 입금 되신 적 있으세요 없어요 예 유선 수사 협조하다 불안하신 거 같으신데이 주 내로 동천 방문해 주셔서 소환장을 등본상 거주지로 발송해 드릴 겁니다 뭐라고요 2주 내로 본청 방문해 주셔야 된다고요 어떻게 돼요 서울지방청 서울지방경찰청에 서울 어디요 서울지방경찰청 경찰청이 주소 알려 드릴게요 서울시 종로 2주 내로 본청 방문해 주시면 되고요 소환장 등본상 거실로 발송해 드릴 겁니다 어떻게 되시죠 김범선 경장 아 그래요 예 찾아오시는 길을 궁금한 사항 있으시면 공이 1600으로 전화 주셔서 제 이름 대고 찾아오시면 돼요 그래요 수고하십시오
Audio_177.wav,없는데 검색은 2 3년 사이에 본인의 본인이 신분이 될 만한 신분증이나 면허증 휴대폰 개인 정보가 될 만한 것들을 분실이나 도난 당한 지점 있으세요 운전면허증 한번 물어보려고 해도 한번 받았거든요 운전면허증 언제쯤 이제 멋있죠 기억은 안 나는데 겨울에 1억으로 1억을 해 가지고 다 먹으면 신고 같은 거 하신 거고요 일단 알겠고요 제가 이제 오늘 본인한테 연락을 시간이 될 이유가 본인께서이 두 계좌를 개설하여 김호철 일당이 뭐 금전적인 금전적인 대가를 받거나 판매하는 사실이 있는지 이제 아니면 뭐 본인의 개인 정보가 유출이 되어서 피해를 보신 피해자 분이신지 확인차 연락을 드린 거고요 일단 이제 본인 같은 경우에는 저희가 조사를 했을 때 김호철 딴 데가 별다른 협의점을 찾을 수가 없었기 때문에 1차적으로 세차장으로 이렇게 협의를 벗어난 상대라면 편의를 받기 위해서 현상을 이렇게 연락을 드린 거고요 이게 직접 이제부터 이제 본인이 피해자인지 가해자인지 이제 몇 가지 질문을 드릴 건데 과정 자체가 이제 녹차 상태로 진행되기 때문에 거짓인지를 하시게
Audio_178.wav,여보세요 어디 계십니까 예 여기는 서울중앙지검입니다 여기는 서울중앙지검이 서울중앙지검이 예 예 지금 본인과 연루된 사건 때문에 전화를 드렸는데요 본인이 사건이 연주된 거 없다고요 지금 본인 사건이 연루돼 가지고 지금 연락을 드린 겁니다
Audio_180.wav,여보세요 아침에 비가 황미연 사건의 황미연 씨 사건의 일로 돼 있기 때문에 저희 검찰청에 오셔서 조사에 조사를 협조해 달라고 연락도 있고요 전화 한 통 연락드리면 본인이 이제 출두 가능한 날짜나 저희는 사건 수사 가능한 날짜로 본인이 이제 출두 일정 접수 설정 등을 최대한 조절할 수 있는게 많아서 조절해 드리기 위해서 전화선 연락 드리고 있고요 혹시나 공인중개업 장 발송 가능합니다 하지만 저는 지금 당신이 될 경우에는 본인이 1층과 관계없이 이제 저희들 쪽에서 출전을 지정해서 방송이 되기 때문에 오늘 진행된 날짜 시간 맞춰 줄도 하셔야 되고요 혹시나 시간을 맞춰 출두하지 않을 경우에는 철도 거부나 조사 거부 등을 간주가 됩니다 하시겠습니까 공수 등을 발송해 드릴까요 혹시나 궁금한 점이나 질문 사항이 있다고 하시면 질문하셔도 됩니다 다음 답변 가능한 질문 하나 있으면 받아 드리겠습니다 일정 조정이 되지 않았기 때문에 제가 수원점 공문서 발송을 드릴게요 그럼 수원점 받아 보시고 궁금한 점 있다고 하시면 언제든지 평일 출근 후 연락 주시고요 다음 일정 변경 불가능해요 일주일 지정되어 발송되기 때문에 발송해 드릴게요 저 무슨 얘기인지 모르겠네요이 내용이 무슨 얘긴지 모르겠어요 황미연 사건 황미현 사건 일로 되어 있기 때문에 저희 검찰청이 오셔서 조사를 받으셔야 되는데 모르겠어요 알지도 못하는 사람이에요 없는 사람이라고요 되어 있거든요 모르는 사람한테 연락을 했다는게 뭔지 이해가 안 가네요 지금 이번에 저희 검찰청에서이 확률은 전문적인 금융그룹 거예요 이번 사건은 기본이고 그리고 저희 관한 직장에서 자유 사건을 1km 현재 근거도 고칠 수가 되어 있어요 그런데 건강할 당시 현장에서 뭐 여러 사람의 카드나 신분증 통장 등을 압수를 했는데 중요한 것은 압도적인 통장들 중에 손님이 두 개가 포함되어 있었어요 포함되어 있었고요 그리고 한 달 전후반 한 달 정도 벌써 사용을 했더라고요 그 은행 통장을 정해 드릴게요 한 달 정도 범죄의 임의 사용되어 많은 금액이 지금 불법 인출 자금 채택이 되었어요 본인 명에 대한 두 개 불법 통장에서 그리고 어차피 조선을 하는 과정에 확률은 어떻게 구해서 사용을 했냐 질문조사 확인하니 황민현은 진출하기를 당사자한테 통장을 돈을 주고 구입했다고 썼다고 진술 이용했다 그래서 이런 자체적으로 확인하기 위해서 당사자인 문화재 직접 연락 드린 거예요 어떻게 하십니까 모르는 얘긴데요 전혀 모르는 얘기라고 처음 듣는 얘기예요 직원이 현재 맞죠 보이스피싱 아닌가요 아 그런 부분 때문에 제가 사건 내용을 관련돼서 말씀드리지 않고 제출도 관련된 부분은 가능했지만 저는 공지를 해 낸 거예요 이상하네요 이게 일단 제가 확인하고 왔어요 먼저 발송해 드릴게요 아니요 됐습니다
Audio_183.wav,부분이 있기 때문에 아 지금 좀 설명을 좀 드리려고 드리고 만약에이 부분에 대해서 좀 연관성이 있으시면은 좀 알려 드릴 부분이 있어서 연락을 드린 겁니다 첨단범죄수사 2팀의 근무하고 있는 이일형 수사관입니다 첨단 범죄 수사팀에네네 210네 여보세요 이쪽 몇 가지 좀 여쭤볼게요 어 그 혹시 출신의 남성이고 알고 계세요 아니요 그런 건 모르는데요 야 이름도 모르시고 아 지금 제가 지금 여쭤보는 이유가 저희가 2015년 4월 15일 불법 도박 및 금융사에 관련으로 건강한 상황이고요 지금 본인 명의 지금 계좌가 두 개가 발견됐어요이 부분에 대해서 알고 계신지 주셔서 연락드린 겁니다 아 지금 은행 하나 하나 이게 각각 한 개씩 발견된 거고요 그 안에 지금 뭐 불법 도박 자금으로 추정되는 돈이 한 8천 8백만 원 정도 운영되고 있었습니다 아 그거 본인 계좌로 지금 본인이 사용하시는 계좌로 들어갔다는 말씀이 아니고요 지금이 통장 일명 대포 통장이라고 하는 거죠 예 대포통장으로 지금 돈 세탁을 하고 있었던 거예요 저기 연락처 남겨 주시면 제가 은행 쪽이랑 좀 확인해 갖고 연락을 드릴게요 아 지금 뭐 해당 계좌는 다 전부 이제 독일 처리가 됐기 때문에 본인이 개인적으로 알아보시거나 하시는 거 불가능 하시고 지금 통화 통화로 하기가 좀 불편하시면 저희가 지금 소환장을 보내 드릴 거고요 등기 우편으로 한 10일에서 15일 정도 소요되었습니다 그래서 시간 일정 확인하시고 참석하셔서 참고해 주셔서 받으시면 됩니다 근데 이런 전화를 그 법원 전달 안 하시고 휴대폰으로 하시는 건가요 아 이거는 이제 번호는 휴대폰으로 나가는데 저희는 휴대폰이 아니라 이거 수사 배선 전화번호입니다 그리고 본인한테 지금 제가 거의 저기 보니까 지금 내용을 보니까 보자 4월 28일부터 저희가 이제 공인회 선물로 세 차례 전화를 드렸네요 예 근데 본인께서 연락이 안 되시는 부분이 있으시니까 이게 원래 수사 1팀에서 진행하는 사건입니다 본인이 연락이 안 되시고 하니까 저희 수사 2팀으로 사건이 내려온 부분이 있는 거고요 제가 지금 아는 분이 계시거든요 성함을 말씀해 보세요 좀 곤란하니까 대답 봐 그 확인을 해 보도록 할게요 아 근데 그럼 알아보실 거 다 알아보시고 미용실에 전화하셔서 제가 제가 정말 있는 사람인지 이런 사건이 있는 건지 정확히 알아보시고 그러면 저희 소환장 나가시면 어차피 저희가 지금 아까 지금 말씀을 안 드렸지만 지금 창고인 250여명 돼요 수사를 진행해야 되니까 본인한테 매달릴 수가 없는 부분이기 때문에 소환장 순서대로 나갈 거예요 예 와서 조사 받으시면 됩니다
Audio_185.wav,이게 8명을 근거 했는데요네 그 근거 당시 그 현장에서 대단히 대포 통장과 위조 신분증과 복지를 신용카드를 압수했습니다 통장이 범죄할 손에서 약 30일 동안 대포통장으로 사용되고요 그리고 이미 이러고 수초만 해야 되는 그 불법 자금을 세탁을 하는 상황입니다 혹시 본인께서 뭘 알고 있었습니까 어 근데 지금 통장을 돈을 주고 샀다 하는데 혹시 그 뭐 생활상이 어렵기 때문에 통장을 판매하거나 그러진 않았죠 만약에 뭐 본인이 뭐 통장 개설해서 판매한 거 아니면 그 본인이 그 개인 정보가 유출됨 같습니다 왜냐하면 지금 뭐 여덟 명이나 지금 색칠해서 검거하는데 그중에 지금 공무원하고 지금 의령 직원들이 몇 명 있네요 그러니까 지금 본인이 지금 모른다 해서 문보다 사건 아니고요 본인이 그 개인 정보 유출 유출되면 문제가 생길 수 있습니다 그러니까 본인이 지금 피해자라는 거죠 그러니까 지금까지 나온 거 피해자 중에서는 자기야에서 돈이 빠져나가는 사람도 있고요 그리고 자기도 모르게 그 마이너스 대출 통장이랑 개선되어서 피해 보신 분도 있습니다 그럼 지금 말한 거 대해서 전혀 아는 바가 없고 아무 관계가 없다는 말씀이죠 개인적으로 틀려 가지고 아주 위험한 상태인데 저희들이 그 피해 가지 않도록 조사를 하고 막아 드리겠습니다 혹시 저희가 검찰청으로 오실 수 있나요네 갈게요 아 그럼 언제까지 올 수 있나요 오늘 오겠다고 예 지금 바로 갈게요 지금 바로 오시겠다고 지금 가서 제가 전화 드릴게요 아 예 예
Audio_187.wav,여보세요네 어디 계십니까 서울중앙지검 가능하세요 안녕하세요 좀 바빴어요 죄송합니다 들어가세요 남겨 주시면 제가 한가할 때
Audio_188.wav,몇 가지 확인차 연락을 드렸어요 사건 경위 설명 드리기 전에입니다 잘 안 들리십니까 누구요 모르는 사람이에요 전혀 모르는 사람이에요네 왜냐하면 저희가 서로 그냥 금융범죄 사기단은 검거를 했는데요 일을 검거 현장에서 대량의 신용카드와 불법 대포 통장을 압수하는 과정에 지금 본인 명의로 된이랑 통장이 저희 쪽에 압수가 되어 있는 상태예요 어 그래요 뭐이 두 계좌 개설 내용에 대해서 아시는 부분 있으세요 없습니다 이게 작년에 개설된 거예요 어 그래요 어디 지금이라고네 애비 직업이다이 개새끼야 자지 다 따로 쌍년아
Audio_189.wav,"여기까지 확인할 상황이 있어서 연락도 생기면 지금 통화 가능하겠습니까 연락 드린 거 아니고요 개인 정보 유출 사건 때문에 물까지 여쭤볼게 있으십니다 저 혹시 최근 1년 사이에 주민등록증이나 운전면허증 요건 등을 타니 양도하거나 분실한 적 있으십니까 그러면 요즘에 카드사에 지금 개인정보의 처리 많이 되는데요 그걸로 인해 피해를 봐서 사례가 있으십니까 2015년 4월 1일 날에 불법 도박 금융 사기다 일당 일부 검사했습니다 부산은행 통장에 발견되었고 불법 도박 자금이 8,600만 원이 지금 들어 있어서 동결 시키는데 본인께서이 기사에 대한 부분이 있으십니까"
Audio_19.wav,내 현재 발견된 농협은행과 하나은행 통장은 불법적으로 사용되기 때문에 원인은 이사와 상관없이 계좌 동결 처리가 됩니다 무슨 말인지 아시겠습니까 예 그럼 발견된 총장 말고 본인께서 직접 개설해서 합법적으로 사용하고 있는 은행은 무슨 내용입니까 은행 이름만 말씀해 주십시오 근데 오늘 주소 번호를 불러 줄 수 있나요 확인해 보면네 은행 계좌번호 끝내 자리는 농협은행 끝내자 하나은행 끝내자 아직까지 통장 개설에 대해서 아까 말씀드렸다시피 어느 부분도 설정된게 아니라서 저희도 모르는 부분은 많은 거고요 사실관계 확인 차 전화 드린 겁니다 발견된 통닭 말고 본인께서 직접 개선해서 합법적으로 사용하고 있는 은행이 무슨 은행이다 혹시 본인께서 말씀하신 은행권 외 타 은행권에서 통장이나 카드가 발견될 때는 저희가 불법 청정기를 간주하고 동결 처리 시켜야 하기 때문에 얘기를 하실 필요가 없다고요 무슨 통장 쓰는지 말씀드려야 되죠 혹시 본인이 말씀하시는 은행권 외에 다 은행권에서 성능이나 카드가 발견되면 불법 통장으로 간주하고 동결 처리 시켜야 하기 때문에 물어보는 겁니다 근데 혹시 명의로 개설된 통장으로 인해서 피해를 볼 수 있는 상황이기 때문에 저희가 피해 사실 막으려면 일단 운행 명부터 말씀해 주시고 그거를 들으신다고 김민성 수사관이 사이버수사대 금융범죄 수사 팀입니다 전화 연결을 해 드릴 겁니다 팀장님과 연결되면 사건 번호랑 사건명 말씀해 주시고요 본인께서 무고한 피해자라는 걸 지금처럼만 얘기해 주시면 되겠습니다 팀장님께서 신고를 저도 말씀해 드리고 피해자로 분류 되셔서 피해 없으시도록 도와주실 겁니다 전화기 끊지 말고 잠시만 기다려 주십시오
Audio_190.wav,전화 연락 드렸어요 지금 통화 가능하십니까 지금 본인 명의가 지금 도형이 되셔 가지고 지금 금융사기 지금 연루가 되셨어요 혹시 꼭 아십니까 출신이고 38세 남성을 모르세요 몰라요 왜냐하면은 저희가 이번에 그 금융사기 범죄자는 저희가 요번에 검사를 했는데요 건강을 한 현장에서도 지금 명의로 된 하나은행 통장하고 농협은행 통장 발견이 됐어요 혹시 발견된 부분에 대해서 이제 본인께서 개설된 통장에 대해서 혹시 알고 계신게 있으신가요 몰라요 다음 주 중으로 해서 저희가 이제 소환장을 발부해 드릴 건데요 조사 받으시기 바라겠습니다
Audio_191.wav,네 여보세요네 잠시 통화 가능하신가요네 말씀하세요 그러는데요 본인 확인 먼저 하고 사건 기회를 말씀해 드리겠습니다네 말씀하세요 아닙니다 아니라고요 저 거짓말 하신 거 같은데 자택으로 추어탕 많이 하겠습니다 사건 내용 확인하시고요 지갑으로 내방에 있어요 아시겠죠 말씀해 보세요 무슨 내용인지 본인이 안 싫으면 못 해 보시면서 저희가 알기로는 본인으로 나왔거든요 저 좌측으로 소환 좀 보냅니다
